,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
29477,Manhattan,Private room,95,1,49,2.72,2,180
29479,Brooklyn,Private room,45,1,1,0.06,1,0
29480,Manhattan,Entire home/apt,99,2,6,0.33,1,0
29481,Manhattan,Private room,125,1,0,0.0,1,89
29482,Manhattan,Entire home/apt,75,10,1,0.06,1,0
29483,Manhattan,Entire home/apt,200,7,0,0.0,1,0
29484,Brooklyn,Private room,100,2,31,1.71,5,358
29485,Brooklyn,Private room,40,4,4,0.23,4,37
29486,Brooklyn,Private room,60,1,2,0.11,3,0
29487,Brooklyn,Private room,97,3,0,0.0,2,0
29488,Queens,Private room,55,2,58,3.81,1,9
29489,Brooklyn,Entire home/apt,120,4,31,1.88,4,296
29490,Brooklyn,Private room,39,3,20,1.29,1,324
29491,Manhattan,Private room,38,2,23,1.43,1,30
29492,Queens,Private room,45,1,61,3.52,6,274
29493,Queens,Private room,60,1,76,4.43,1,301
29494,Manhattan,Entire home/apt,225,4,9,0.65,1,364
29495,Queens,Private room,25,2,75,4.29,6,254
29496,Queens,Private room,25,1,101,5.59,6,216
29497,Brooklyn,Private room,30,1,2,0.13,1,0
29498,Brooklyn,Private room,50,1,2,0.12,1,0
29499,Brooklyn,Private room,25,1,1,0.06,1,0
29500,Manhattan,Entire home/apt,200,5,46,2.63,1,228
29501,Manhattan,Entire home/apt,100,10,1,0.06,1,177
29502,Staten Island,Entire home/apt,65,4,63,3.63,3,191
29503,Queens,Private room,30,1,1,0.06,1,0
29504,Manhattan,Entire home/apt,110,4,1,0.13,1,0
29505,Queens,Entire home/apt,45,3,27,3.65,1,304
29506,Manhattan,Entire home/apt,200,10,0,0.0,7,364
29507,Manhattan,Entire home/apt,115,1,2,0.11,1,0
29508,Manhattan,Private room,75,10,0,0.0,1,90
29509,Brooklyn,Entire home/apt,89,1,4,0.23,1,0
29510,Brooklyn,Private room,50,3,3,0.28,1,189
29511,Brooklyn,Private room,125,2,50,3.19,1,80
29512,Bronx,Private room,80,2,9,0.65,1,0
29513,Brooklyn,Private room,70,7,0,0.0,1,365
29514,Manhattan,Entire home/apt,100,3,52,3.2,1,3
29515,Brooklyn,Entire home/apt,169,2,95,5.27,1,48
29516,Manhattan,Entire home/apt,200,10,0,0.0,7,365
29518,Queens,Private room,50,1,0,0.0,1,0
29519,Manhattan,Entire home/apt,225,10,1,0.07,7,364
29520,Manhattan,Shared room,30,1,17,0.94,4,0
29522,Queens,Entire home/apt,200,5,19,1.18,1,155
29523,Brooklyn,Entire home/apt,189,1,52,2.88,2,0
29524,Brooklyn,Private room,71,5,19,1.29,7,140
29525,Manhattan,Entire home/apt,200,2,13,0.87,1,0
29526,Manhattan,Private room,65,3,3,0.17,3,0
29527,Brooklyn,Private room,85,10,19,1.06,1,0
29528,Manhattan,Private room,125,2,3,0.85,2,0
29530,Brooklyn,Private room,38,1,36,2.0,6,0
29531,Brooklyn,Private room,38,1,33,1.83,6,1
29532,Brooklyn,Private room,70,2,11,0.67,1,3
29533,Brooklyn,Private room,74,1,0,0.0,1,0
29534,Brooklyn,Private room,69,2,21,1.2,2,28
29535,Manhattan,Entire home/apt,155,1,80,4.62,3,21
29536,Manhattan,Entire home/apt,165,2,4,0.24,1,188
29537,Manhattan,Private room,80,1,1,0.06,1,0
29538,Manhattan,Private room,90,2,12,0.79,1,2
29539,Brooklyn,Private room,55,2,32,1.84,3,76
29540,Queens,Entire home/apt,150,2,54,3.21,2,351
29541,Manhattan,Entire home/apt,170,10,0,0.0,7,364
29542,Manhattan,Entire home/apt,95,4,34,2.03,1,56
29543,Brooklyn,Private room,22,7,5,0.3,1,5
29544,Manhattan,Private room,150,3,1,0.07,1,364
29545,Queens,Entire home/apt,200,3,0,0.0,1,0
29546,Brooklyn,Entire home/apt,130,4,53,3.66,2,41
29547,Manhattan,Entire home/apt,173,2,78,4.43,1,0
29548,Brooklyn,Entire home/apt,75,4,6,0.37,1,0
29549,Manhattan,Entire home/apt,170,10,0,0.0,7,364
29550,Brooklyn,Entire home/apt,110,2,10,0.68,1,0
29551,Brooklyn,Private room,50,5,1,0.06,1,0
29552,Brooklyn,Private room,55,2,9,0.8,1,319
29553,Manhattan,Entire home/apt,135,3,49,2.71,2,202
29554,Manhattan,Private room,85,2,3,0.21,2,0
29555,Brooklyn,Private room,55,5,4,0.23,2,0
29556,Brooklyn,Entire home/apt,189,5,8,0.52,1,0
29557,Brooklyn,Private room,60,3,0,0.0,1,0
29558,Brooklyn,Entire home/apt,100,10,5,0.33,1,117
29559,Brooklyn,Private room,76,3,23,1.37,1,153
29560,Brooklyn,Entire home/apt,97,2,44,2.92,1,174
29561,Manhattan,Entire home/apt,175,4,8,0.51,2,160
29562,Brooklyn,Entire home/apt,150,3,27,1.58,7,319
29563,Brooklyn,Private room,42,7,2,0.11,1,0
29564,Manhattan,Private room,175,2,0,0.0,1,88
29565,Queens,Private room,40,2,1,0.09,1,0
29566,Brooklyn,Private room,75,1,9,0.51,1,0
29567,Brooklyn,Entire home/apt,75,2,6,0.33,1,0
29568,Brooklyn,Entire home/apt,79,2,5,0.28,1,0
29569,Brooklyn,Private room,45,2,49,3.15,1,8
29570,Brooklyn,Private room,78,1,2,0.13,1,0
29571,Brooklyn,Entire home/apt,160,4,4,0.3,1,14
29572,Brooklyn,Private room,50,2,0,0.0,1,0
29573,Queens,Private room,60,1,38,2.28,7,47
29575,Brooklyn,Private room,55,2,20,1.4,3,177
29577,Manhattan,Entire home/apt,170,3,0,0.0,1,0
29578,Manhattan,Private room,120,10,0,0.0,1,365
29579,Manhattan,Private room,99,1,45,2.7,5,315
29580,Brooklyn,Entire home/apt,90,5,23,1.7,1,293
29581,Manhattan,Private room,65,2,103,5.89,2,0
29582,Manhattan,Private room,70,10,0,0.0,1,0
29583,Manhattan,Private room,80,2,3,0.19,1,0
29584,Bronx,Entire home/apt,40,5,45,2.51,1,266
29585,Queens,Private room,54,10,5,0.39,3,335
29586,Brooklyn,Private room,138,1,75,4.59,2,81
29587,Brooklyn,Private room,66,10,1,0.13,1,49
29588,Manhattan,Private room,35,3,2,0.17,1,0
29589,Queens,Private room,25,3,0,0.0,1,0
29590,Brooklyn,Shared room,55,2,1,0.06,1,0
29591,Bronx,Private room,45,2,0,0.0,1,0
29592,Manhattan,Private room,109,1,91,5.11,2,304
29593,Brooklyn,Entire home/apt,110,2,34,3.03,1,96
29594,Brooklyn,Entire home/apt,125,3,0,0.0,2,0
29595,Brooklyn,Entire home/apt,119,5,25,1.49,2,77
29597,Brooklyn,Private room,65,3,5,0.31,1,0
29598,Brooklyn,Private room,75,4,4,0.33,5,0
29599,Brooklyn,Entire home/apt,58,10,4,0.26,6,220
29600,Brooklyn,Private room,85,3,11,0.82,1,13
29601,Brooklyn,Private room,68,2,10,0.94,3,365
29602,Manhattan,Entire home/apt,90,4,5,0.31,1,7
29603,Manhattan,Private room,90,2,30,1.88,2,331
29604,Staten Island,Entire home/apt,75,1,20,1.55,1,6
29605,Brooklyn,Entire home/apt,130,3,36,2.23,1,132
29606,Brooklyn,Private room,50,5,1,0.06,1,0
29607,Manhattan,Entire home/apt,150,2,14,0.79,3,0
29608,Brooklyn,Private room,100,3,19,1.35,1,172
29609,Brooklyn,Private room,70,4,0,0.0,1,0
29611,Brooklyn,Private room,59,1,6,0.34,1,0
29612,Manhattan,Entire home/apt,150,10,6,0.36,3,33
29613,Queens,Private room,80,3,22,1.28,1,188
29614,Queens,Private room,60,1,3,0.17,1,0
29615,Manhattan,Entire home/apt,100,1,4,0.22,1,22
29616,Brooklyn,Private room,50,1,0,0.0,1,0
29617,Manhattan,Private room,120,2,11,0.66,2,58
29618,Queens,Entire home/apt,120,7,13,0.73,1,0
29619,Manhattan,Private room,48,10,5,0.32,3,332
29620,Manhattan,Private room,78,1,0,0.0,1,0
29621,Queens,Shared room,23,1,13,0.77,4,0
29622,Brooklyn,Entire home/apt,175,5,4,0.31,1,98
29623,Brooklyn,Entire home/apt,95,3,4,0.23,2,108
29624,Brooklyn,Private room,40,1,4,0.25,1,84
29626,Brooklyn,Entire home/apt,100,2,20,1.17,1,0
29627,Brooklyn,Entire home/apt,79,1,8,0.47,2,21
29628,Queens,Private room,50,1,302,16.81,3,26
29629,Manhattan,Private room,40,3,33,2.05,1,18
29630,Manhattan,Shared room,85,1,1,0.11,1,90
29631,Brooklyn,Entire home/apt,129,1,67,3.97,5,255
29632,Brooklyn,Entire home/apt,105,3,41,2.46,1,211
29634,Brooklyn,Private room,47,2,7,0.4,1,0
29636,Manhattan,Entire home/apt,155,4,18,1.05,1,0
29637,Brooklyn,Private room,80,3,0,0.0,2,0
29638,Manhattan,Entire home/apt,115,1,4,0.24,1,0
29639,Brooklyn,Private room,35,1,5,0.46,3,59
29640,Brooklyn,Private room,69,10,6,0.35,2,319
29642,Manhattan,Entire home/apt,100,10,6,1.94,1,0
29643,Manhattan,Entire home/apt,120,10,3,0.42,1,299
29645,Brooklyn,Private room,36,3,8,0.55,1,0
29646,Manhattan,Private room,52,1,46,2.73,1,21
29647,Manhattan,Entire home/apt,175,2,0,0.0,1,0
29648,Queens,Private room,130,1,4,0.27,1,365
29649,Brooklyn,Private room,45,2,26,1.6,1,74
29650,Manhattan,Entire home/apt,150,10,1,0.09,1,328
29651,Queens,Entire home/apt,228,2,4,0.26,2,0
29652,Brooklyn,Entire home/apt,80,5,55,3.31,1,139
29653,Manhattan,Entire home/apt,200,2,20,1.17,3,20
29654,Queens,Private room,50,7,14,1.03,1,93
29655,Bronx,Entire home/apt,150,1,9,0.72,1,168
29656,Brooklyn,Private room,65,2,4,0.36,2,0
29657,Brooklyn,Private room,115,3,0,0.0,1,0
29658,Manhattan,Entire home/apt,180,3,2,0.15,1,0
29659,Brooklyn,Private room,47,1,5,0.53,1,0
29660,Queens,Private room,40,1,7,0.41,1,0
29667,Manhattan,Entire home/apt,75,1,0,0.0,1,0
29668,Brooklyn,Entire home/apt,125,2,61,3.47,3,250
29669,Queens,Private room,140,2,14,0.81,7,57
29670,Manhattan,Entire home/apt,220,1,9,1.79,1,13
29671,Manhattan,Private room,50,1,18,1.01,1,0
29672,Brooklyn,Private room,30,3,32,1.85,1,36
29674,Brooklyn,Private room,49,2,0,0.0,1,0
29675,Manhattan,Private room,79,2,88,5.69,1,107
29676,Queens,Private room,90,1,4,2.26,1,1
29677,Staten Island,Entire home/apt,150,4,0,0.0,6,0
29678,Brooklyn,Private room,69,4,16,0.95,1,300
29679,Brooklyn,Private room,50,2,15,0.97,1,0
29680,Manhattan,Private room,49,10,11,0.79,4,257
29682,Bronx,Private room,50,5,4,0.26,2,324
29684,Manhattan,Private room,69,2,4,0.29,11,180
29685,Manhattan,Private room,69,1,4,0.29,11,365
29686,Manhattan,Private room,65,1,3,0.18,11,364
29687,Manhattan,Entire home/apt,150,3,16,0.9,1,0
29688,Manhattan,Entire home/apt,200,10,3,0.28,4,311
29689,Brooklyn,Entire home/apt,150,3,1,0.08,1,363
29690,Brooklyn,Entire home/apt,110,2,2,0.12,1,0
29691,Brooklyn,Entire home/apt,110,5,28,1.71,1,347
29692,Manhattan,Private room,69,8,6,0.37,2,334
29693,Brooklyn,Entire home/apt,230,1,17,0.97,1,0
29694,Brooklyn,Private room,50,1,0,0.0,1,0
29695,Manhattan,Private room,60,1,103,5.94,1,19
29696,Queens,Entire home/apt,100,1,44,4.33,1,264
29697,Brooklyn,Entire home/apt,92,2,42,2.47,1,11
29698,Queens,Private room,98,1,26,1.48,1,215
29699,Brooklyn,Entire home/apt,145,7,5,0.32,1,0
29700,Brooklyn,Private room,175,3,0,0.0,1,365
29701,Brooklyn,Private room,80,1,5,0.53,2,0
29702,Manhattan,Private room,69,1,1,0.06,11,364
29703,Manhattan,Private room,55,1,28,2.54,1,175
29704,Manhattan,Private room,65,1,0,0.0,11,364
29705,Manhattan,Private room,65,1,1,0.07,11,364
29706,Brooklyn,Private room,40,1,120,6.77,1,8
29707,Brooklyn,Private room,100,2,9,0.59,1,0
29708,Brooklyn,Private room,40,5,0,0.0,1,0
29709,Brooklyn,Private room,68,1,18,1.06,1,152
29711,Brooklyn,Entire home/apt,66,10,0,0.0,1,0
29712,Brooklyn,Entire home/apt,66,3,0,0.0,3,0
29714,Queens,Private room,60,1,123,7.07,1,105
29715,Brooklyn,Entire home/apt,237,3,28,2.09,1,0
29716,Manhattan,Entire home/apt,100,5,35,2.19,1,0
29717,Manhattan,Private room,120,1,14,0.81,3,360
29718,Manhattan,Private room,60,1,23,1.31,1,0
29719,Brooklyn,Entire home/apt,105,1,72,4.08,2,307
29720,Brooklyn,Entire home/apt,150,2,19,1.13,1,1
29721,Brooklyn,Entire home/apt,125,4,6,0.36,2,0
29722,Brooklyn,Private room,45,1,3,0.21,2,0
29723,Brooklyn,Entire home/apt,90,4,37,2.18,1,0
29724,Queens,Entire home/apt,175,2,45,2.84,1,33
29725,Brooklyn,Entire home/apt,125,1,2,0.13,2,0
29726,Manhattan,Private room,46,3,10,0.57,1,0
29727,Manhattan,Entire home/apt,150,3,4,0.23,1,0
29728,Brooklyn,Private room,60,2,0,0.0,1,0
29729,Queens,Private room,70,1,0,0.0,1,0
29730,Bronx,Private room,70,1,26,5.23,1,0
29731,Manhattan,Private room,149,4,10,0.65,2,0
29732,Brooklyn,Private room,50,3,20,1.15,6,178
29733,Queens,Private room,50,10,5,0.33,3,155
29734,Manhattan,Private room,60,10,0,0.0,1,90
29735,Manhattan,Private room,69,3,17,1.27,1,77
29736,Queens,Private room,44,1,4,0.34,1,0
29737,Brooklyn,Entire home/apt,80,10,23,1.38,1,156
29738,Staten Island,Private room,25,1,34,2.06,2,0
29740,Brooklyn,Private room,46,3,7,0.4,5,285
29741,Manhattan,Entire home/apt,150,2,3,0.17,1,6
29742,Brooklyn,Private room,55,1,36,2.07,1,26
29743,Brooklyn,Private room,58,3,9,0.52,4,25
29744,Brooklyn,Private room,58,3,11,0.64,4,14
29746,Manhattan,Private room,139,4,3,0.17,1,0
29747,Manhattan,Private room,125,1,1,0.06,1,0
29748,Brooklyn,Entire home/apt,69,2,64,3.95,2,225
29749,Manhattan,Entire home/apt,110,7,19,1.11,1,171
29751,Brooklyn,Private room,45,2,0,0.0,1,0
29752,Brooklyn,Private room,125,3,1,0.06,1,0
29753,Brooklyn,Entire home/apt,249,2,54,3.17,2,154
29754,Queens,Shared room,32,2,28,1.64,2,16
29755,Brooklyn,Entire home/apt,140,2,54,3.17,2,1
29756,Manhattan,Entire home/apt,86,2,3,0.19,1,0
29757,Brooklyn,Private room,50,3,1,0.07,1,18
29758,Manhattan,Entire home/apt,165,2,27,1.57,1,0
29759,Manhattan,Entire home/apt,150,2,20,1.15,1,0
29760,Brooklyn,Private room,80,1,1,0.07,1,179
29761,Brooklyn,Private room,58,2,38,2.38,1,37
29762,Brooklyn,Private room,38,2,13,0.93,2,141
29764,Brooklyn,Entire home/apt,80,1,53,3.02,3,363
29765,Brooklyn,Entire home/apt,73,10,4,0.31,1,5
29766,Manhattan,Entire home/apt,169,1,67,3.81,1,186
29767,Brooklyn,Private room,75,3,0,0.0,1,0
29768,Queens,Private room,59,2,1,0.06,1,0
29769,Manhattan,Entire home/apt,145,7,9,0.55,1,80
29770,Brooklyn,Entire home/apt,195,6,6,0.4,2,14
29771,Manhattan,Entire home/apt,199,5,6,0.44,1,11
29772,Manhattan,Entire home/apt,100,10,1,0.09,3,161
29773,Brooklyn,Private room,60,1,54,3.07,1,0
29774,Brooklyn,Private room,45,7,5,0.29,1,0
29775,Manhattan,Private room,90,5,11,0.69,2,5
29776,Queens,Entire home/apt,78,4,26,1.53,1,50
29777,Manhattan,Private room,59,6,3,0.17,1,0
29778,Queens,Private room,37,2,17,1.01,1,0
29779,Manhattan,Private room,110,1,135,7.67,3,311
29780,Brooklyn,Private room,35,5,0,0.0,1,0
29781,Manhattan,Entire home/apt,188,10,40,2.35,1,146
29782,Brooklyn,Private room,70,7,0,0.0,1,0
29783,Brooklyn,Private room,45,2,48,2.81,2,12
29784,Brooklyn,Entire home/apt,169,3,22,1.3,1,189
29786,Queens,Private room,50,2,0,0.0,1,0
29787,Manhattan,Entire home/apt,220,1,0,0.0,1,0
29788,Manhattan,Entire home/apt,190,2,5,0.29,1,0
29789,Brooklyn,Private room,35,2,0,0.0,1,0
29790,Manhattan,Private room,60,7,0,0.0,1,0
29791,Manhattan,Entire home/apt,189,10,3,0.21,5,108
29792,Brooklyn,Private room,45,2,23,1.39,2,0
29793,Brooklyn,Private room,60,1,19,1.17,1,362
29794,Brooklyn,Entire home/apt,149,3,38,2.38,1,138
29795,Manhattan,Entire home/apt,170,2,0,0.0,1,0
29796,Queens,Entire home/apt,199,2,50,2.95,1,161
29797,Queens,Private room,72,1,5,0.4,1,35
29798,Manhattan,Shared room,30,1,30,1.72,4,0
29799,Brooklyn,Private room,60,3,1,0.06,1,0
29801,Queens,Entire home/apt,195,5,1,0.08,1,0
29802,Manhattan,Entire home/apt,119,3,0,0.0,1,0
29803,Manhattan,Entire home/apt,159,10,2,0.11,1,0
29804,Brooklyn,Private room,27,10,0,0.0,1,0
29805,Brooklyn,Private room,50,6,0,0.0,1,0
29806,Brooklyn,Entire home/apt,150,10,0,0.0,1,0
29807,Brooklyn,Entire home/apt,140,6,0,0.0,1,0
29808,Manhattan,Entire home/apt,120,10,3,0.25,20,289
29809,Brooklyn,Private room,65,2,74,4.3,1,28
29810,Brooklyn,Entire home/apt,98,3,45,2.56,1,179
29811,Staten Island,Private room,39,1,29,1.81,2,0
29812,Brooklyn,Private room,50,6,3,0.28,3,13
29813,Manhattan,Entire home/apt,189,10,3,0.27,1,358
29814,Manhattan,Shared room,75,1,30,2.92,1,8
29815,Brooklyn,Entire home/apt,100,2,27,1.56,1,0
29816,Brooklyn,Private room,36,10,1,0.06,1,297
29817,Brooklyn,Private room,25,10,6,0.58,3,207
29818,Manhattan,Private room,84,4,14,0.82,1,13
29820,Queens,Private room,38,7,0,0.0,1,0
29821,Brooklyn,Private room,35,1,5,0.42,1,0
29822,Manhattan,Entire home/apt,220,3,36,2.11,1,331
29823,Manhattan,Private room,70,2,3,0.17,1,0
29824,Brooklyn,Entire home/apt,150,3,43,2.86,1,10
29825,Brooklyn,Entire home/apt,125,3,0,0.0,1,0
29826,Manhattan,Private room,75,1,15,0.88,1,0
29827,Brooklyn,Entire home/apt,110,3,32,1.9,1,0
29828,Manhattan,Shared room,60,2,0,0.0,1,0
29829,Brooklyn,Private room,53,4,1,0.06,1,0
29830,Manhattan,Private room,89,1,63,3.74,1,12
29831,Brooklyn,Private room,75,2,0,0.0,1,0
29832,Brooklyn,Private room,29,2,3,0.17,1,0
29833,Brooklyn,Entire home/apt,128,5,56,3.32,1,18
29834,Manhattan,Entire home/apt,130,3,3,0.21,1,128
29835,Brooklyn,Private room,50,2,13,1.38,1,71
29836,Manhattan,Private room,110,2,13,0.74,3,23
29837,Queens,Private room,45,5,3,0.2,2,355
29838,Brooklyn,Private room,90,5,1,0.06,1,0
29839,Brooklyn,Entire home/apt,125,5,0,0.0,1,0
29840,Manhattan,Entire home/apt,170,3,0,0.0,1,0
29841,Brooklyn,Private room,60,2,0,0.0,1,0
29842,Queens,Private room,89,1,0,0.0,1,0
29843,Brooklyn,Entire home/apt,150,2,59,3.55,1,231
29844,Brooklyn,Private room,35,1,77,4.67,5,187
29845,Brooklyn,Private room,32,3,0,0.0,1,0
29846,Brooklyn,Entire home/apt,69,3,85,5.0,1,193
29847,Queens,Private room,47,3,24,1.44,1,0
29848,Manhattan,Private room,50,1,3,0.19,1,0
29849,Queens,Entire home/apt,150,2,54,3.1,7,70
29850,Manhattan,Entire home/apt,175,2,8,0.46,1,0
29851,Brooklyn,Private room,80,1,0,0.0,1,0
29852,Staten Island,Shared room,20,4,1,0.06,1,0
29853,Brooklyn,Entire home/apt,140,4,19,1.32,1,76
29854,Brooklyn,Private room,150,1,0,0.0,1,90
29856,Brooklyn,Private room,75,4,0,0.0,1,0
29857,Queens,Entire home/apt,50,4,1,0.06,1,0
29858,Brooklyn,Entire home/apt,57,3,94,5.4,2,69
29859,Brooklyn,Private room,75,1,0,0.0,1,0
29860,Brooklyn,Entire home/apt,100,2,1,0.06,1,0
29861,Manhattan,Entire home/apt,190,1,5,0.29,1,0
29862,Manhattan,Entire home/apt,130,4,3,0.18,1,0
29863,Brooklyn,Private room,65,3,12,0.89,1,0
29864,Queens,Private room,25,3,60,3.61,1,350
29865,Queens,Entire home/apt,175,1,21,1.2,1,85
29867,Queens,Entire home/apt,200,2,58,3.6,1,152
29868,Queens,Private room,55,2,11,0.71,2,179
29870,Brooklyn,Entire home/apt,200,2,6,0.36,1,0
29871,Queens,Entire home/apt,140,1,67,4.14,1,145
29872,Manhattan,Private room,160,4,23,2.29,1,102
29873,Queens,Private room,100,1,13,0.91,1,172
29874,Manhattan,Private room,90,2,12,0.71,2,338
29875,Manhattan,Private room,120,3,0,0.0,1,0
29876,Brooklyn,Private room,95,2,5,0.74,1,0
29877,Brooklyn,Entire home/apt,200,3,19,1.1,1,4
29878,Brooklyn,Private room,169,1,2,0.16,3,115
29879,Queens,Private room,65,2,29,1.68,1,240
29880,Manhattan,Entire home/apt,150,2,4,0.25,1,0
29881,Brooklyn,Private room,65,3,22,1.4,1,89
29884,Manhattan,Private room,90,10,0,0.0,1,0
29886,Brooklyn,Private room,65,1,0,0.0,1,0
29887,Brooklyn,Private room,27,1,1,0.06,1,0
29888,Brooklyn,Entire home/apt,115,3,37,2.29,1,13
29889,Brooklyn,Private room,74,3,37,2.27,1,46
29890,Manhattan,Private room,110,3,1,0.06,1,0
29891,Manhattan,Entire home/apt,148,4,20,1.39,1,121
29892,Manhattan,Entire home/apt,150,2,6,0.35,1,0
29893,Queens,Private room,35,7,0,0.0,1,0
29894,Brooklyn,Private room,35,1,67,3.83,5,186
29895,Brooklyn,Entire home/apt,125,3,63,4.36,1,165
29896,Manhattan,Private room,65,1,50,3.69,1,1
29897,Brooklyn,Entire home/apt,150,1,14,0.82,2,307
29898,Manhattan,Entire home/apt,150,10,5,0.3,1,53
29899,Brooklyn,Entire home/apt,60,10,12,0.71,2,0
29900,Bronx,Entire home/apt,69,3,69,4.21,1,21
29901,Manhattan,Entire home/apt,70,10,2,0.19,1,0
29902,Queens,Entire home/apt,118,6,2,0.13,1,0
29903,Manhattan,Entire home/apt,115,3,67,3.98,2,132
29904,Brooklyn,Private room,100,1,43,2.65,1,365
29905,Queens,Entire home/apt,125,3,56,3.76,1,107
29907,Queens,Private room,70,1,0,0.0,1,0
29908,Manhattan,Entire home/apt,100,3,16,0.95,1,20
29909,Brooklyn,Entire home/apt,100,2,2,0.12,1,0
29911,Manhattan,Entire home/apt,120,4,21,1.25,1,128
29912,Brooklyn,Private room,140,3,1,0.11,1,0
29913,Queens,Private room,50,2,51,3.17,1,36
29914,Bronx,Entire home/apt,119,3,28,1.68,1,351
29915,Brooklyn,Entire home/apt,200,3,40,2.3,2,279
29916,Manhattan,Entire home/apt,145,10,1,1.0,6,122
29917,Queens,Entire home/apt,50,1,95,5.63,2,0
29918,Manhattan,Entire home/apt,125,10,5,0.34,4,220
29919,Manhattan,Entire home/apt,117,5,1,0.06,1,0
29921,Manhattan,Private room,145,2,29,1.67,2,74
29922,Brooklyn,Private room,35,6,0,0.0,1,0
29923,Manhattan,Entire home/apt,125,5,1,0.06,1,0
29925,Brooklyn,Entire home/apt,50,5,9,0.52,1,0
29926,Manhattan,Entire home/apt,135,10,1,0.07,33,338
29927,Manhattan,Entire home/apt,225,10,0,0.0,33,326
29928,Bronx,Entire home/apt,60,3,41,2.44,1,23
29932,Brooklyn,Entire home/apt,110,2,58,3.39,1,62
29934,Brooklyn,Entire home/apt,104,1,27,1.67,1,84
29935,Brooklyn,Private room,39,1,14,1.0,8,127
29936,Queens,Private room,45,1,55,3.26,2,27
29937,Brooklyn,Entire home/apt,178,2,19,1.13,4,257
29938,Brooklyn,Entire home/apt,220,4,4,0.24,1,0
29939,Brooklyn,Private room,45,1,0,0.0,26,249
29940,Brooklyn,Private room,55,1,4,0.23,26,179
29941,Brooklyn,Entire home/apt,97,10,8,0.59,2,138
29942,Queens,Private room,35,1,89,5.31,6,256
29943,Queens,Private room,80,2,1,0.11,1,219
29944,Brooklyn,Entire home/apt,180,10,0,0.0,1,326
29945,Brooklyn,Private room,50,5,14,0.88,2,0
29946,Queens,Private room,68,1,23,1.33,1,298
29947,Brooklyn,Entire home/apt,140,2,18,1.07,1,36
29948,Manhattan,Private room,150,10,6,0.41,1,0
29949,Queens,Entire home/apt,100,3,0,0.0,1,0
29950,Brooklyn,Private room,42,1,0,0.0,1,0
29951,Brooklyn,Entire home/apt,75,7,2,0.13,1,0
29952,Staten Island,Entire home/apt,77,7,0,0.0,1,0
29953,Brooklyn,Entire home/apt,130,10,3,0.24,1,339
29954,Brooklyn,Entire home/apt,93,1,77,4.49,1,55
29955,Manhattan,Entire home/apt,75,1,32,1.87,1,0
29956,Brooklyn,Entire home/apt,130,3,141,8.21,2,114
29957,Brooklyn,Entire home/apt,65,2,23,2.88,1,20
29958,Manhattan,Entire home/apt,99,2,15,0.89,1,0
29959,Brooklyn,Entire home/apt,119,3,54,3.58,2,240
29960,Manhattan,Private room,55,2,11,1.15,1,0
29961,Brooklyn,Private room,65,1,70,4.9,2,291
29963,Brooklyn,Entire home/apt,140,3,30,1.88,1,122
29964,Manhattan,Shared room,29,1,13,0.75,2,0
29965,Brooklyn,Private room,94,2,52,3.26,1,126
29966,Manhattan,Entire home/apt,72,2,11,0.64,2,0
29967,Queens,Private room,31,3,21,1.27,2,111
29968,Manhattan,Entire home/apt,150,6,1,0.06,1,0
29970,Brooklyn,Private room,80,7,2,0.13,9,58
29971,Brooklyn,Private room,80,5,2,0.14,9,89
29972,Manhattan,Entire home/apt,150,2,20,1.19,1,2
29973,Queens,Private room,75,2,1,0.06,2,48
29974,Queens,Private room,49,7,28,1.68,1,0
29975,Manhattan,Private room,85,2,25,1.48,1,0
29976,Queens,Private room,83,1,9,0.55,2,48
29977,Manhattan,Entire home/apt,135,4,3,0.19,1,60
29978,Manhattan,Entire home/apt,100,1,1,0.06,1,0
29979,Manhattan,Shared room,25,1,51,2.99,3,365
29981,Manhattan,Private room,48,1,13,0.77,1,0
29982,Manhattan,Entire home/apt,180,4,0,0.0,1,0
29983,Brooklyn,Private room,55,2,34,1.99,4,341
29985,Manhattan,Entire home/apt,150,2,10,0.58,1,6
29986,Brooklyn,Private room,99,3,16,1.24,3,360
29987,Brooklyn,Private room,109,3,19,1.37,3,360
29988,Brooklyn,Private room,40,4,5,0.38,3,61
29990,Brooklyn,Private room,58,2,2,0.12,1,0
29991,Queens,Private room,76,1,13,0.86,1,0
29993,Queens,Entire home/apt,65,2,14,0.84,1,0
29995,Manhattan,Entire home/apt,160,2,3,0.17,1,0
29996,Manhattan,Entire home/apt,225,2,12,0.71,1,363
29997,Brooklyn,Entire home/apt,90,10,4,0.24,1,342
29998,Brooklyn,Private room,70,2,29,1.71,1,16
29999,Brooklyn,Private room,45,7,11,0.64,1,0
30000,Manhattan,Entire home/apt,100,4,5,0.3,1,0
30001,Manhattan,Entire home/apt,90,10,5,0.31,1,0
30002,Bronx,Private room,35,3,0,0.0,4,0
30003,Bronx,Private room,41,3,1,0.06,4,0
30004,Brooklyn,Entire home/apt,149,4,2,0.16,2,0
30005,Bronx,Private room,45,1,1,0.06,4,0
30006,Manhattan,Private room,40,5,3,0.18,1,0
30007,Queens,Entire home/apt,90,4,64,3.71,1,106
30008,Bronx,Private room,29,1,81,4.93,4,192
30011,Manhattan,Private room,70,1,0,0.0,1,0
30012,Brooklyn,Private room,70,1,53,3.29,7,264
